Track_ID,Object_Class,Total_Fixation_Duration_Frames,Total_Fixation_Duration_Seconds
545,car,13.0,0.52
1116,car,13.0,0.52
1116,car,13.0,0.52
1116,car,13.0,0.52
1116,car,13.0,0.52
1116,car,13.0,0.52
841,car,13.0,0.52
841,car,13.0,0.52
119,car,13.0,0.52
119,car,13.0,0.52
116,car,13.0,0.52
841,car,13.0,0.52
847,car,13.0,0.52
847,car,13.0,0.52
671,car,13.0,0.52
671,car,13.0,0.52
119,car,13.0,0.52
119,car,13.0,0.52
119,car,13.0,0.52
841,car,13.0,0.52
841,car,13.0,0.52
843,car,13.0,0.52
352,car,13.0,0.52
371,car,13.0,0.52
371,car,13.0,0.52
371,car,13.0,0.52
371,car,13.0,0.52
609,car,13.0,0.52
609,car,13.0,0.52
609,car,13.0,0.52
1116,car,12.0,0.48
532,car,12.0,0.48
371,car,12.0,0.48
371,car,12.0,0.48
365,car,12.0,0.48
366,car,12.0,0.48
366,car,12.0,0.48
366,car,12.0,0.48
366,car,12.0,0.48
847,car,12.0,0.48
847,car,12.0,0.48
847,car,12.0,0.48
235,person,12.0,0.48
235,person,12.0,0.48
235,person,12.0,0.48
686,car,12.0,0.48
686,car,12.0,0.48
689,car,12.0,0.48
689,car,12.0,0.48
353,car,12.0,0.48
353,car,12.0,0.48
235,person,12.0,0.48
235,person,12.0,0.48
686,car,12.0,0.48
686,car,12.0,0.48
686,car,12.0,0.48
844,car,12.0,0.48
843,car,12.0,0.48
844,car,12.0,0.48
550,car,12.0,0.48
550,car,12.0,0.48
257,person,12.0,0.48
841,car,12.0,0.48
844,car,12.0,0.48
844,car,12.0,0.48
844,car,12.0,0.48
365,car,12.0,0.48
365,car,12.0,0.48
365,car,12.0,0.48
363,car,12.0,0.48
371,car,12.0,0.48
371,car,12.0,0.48
365,car,12.0,0.48
353,car,12.0,0.48
377,car,12.0,0.48
701,car,12.0,0.48
375,car,12.0,0.48
353,car,12.0,0.48
695,car,12.0,0.48
689,car,12.0,0.48
689,car,12.0,0.48
701,car,12.0,0.48
695,car,12.0,0.48
695,car,12.0,0.48
695,car,12.0,0.48
261,person,12.0,0.48
261,person,12.0,0.48
261,person,12.0,0.48
847,car,12.0,0.48
261,person,12.0,0.48
261,person,12.0,0.48
532,car,12.0,0.48
257,person,12.0,0.48
257,person,12.0,0.48
257,person,12.0,0.48
119,car,12.0,0.48
841,car,12.0,0.48
119,car,12.0,0.48
844,car,12.0,0.48
841,car,12.0,0.48
841,car,12.0,0.48
119,car,12.0,0.48
550,car,12.0,0.48
550,car,12.0,0.48
235,person,12.0,0.48
689,car,12.0,0.48
689,car,12.0,0.48
689,car,12.0,0.48
689,car,12.0,0.48
689,car,12.0,0.48
700,car,12.0,0.48
700,car,12.0,0.48
700,car,12.0,0.48
700,car,12.0,0.48
700,car,12.0,0.48
558,car,12.0,0.48
835,car,12.0,0.48
565,car,12.0,0.48
257,person,12.0,0.48
257,person,12.0,0.48
560,car,12.0,0.48
560,car,12.0,0.48
564,car,12.0,0.48
558,car,12.0,0.48
257,person,12.0,0.48
257,person,12.0,0.48
257,person,12.0,0.48
261,person,12.0,0.48
261,person,12.0,0.48
261,person,12.0,0.48
128,car,12.0,0.48
105,car,12.0,0.48
105,car,12.0,0.48
105,car,12.0,0.48
700,car,12.0,0.48
705,car,12.0,0.48
705,car,12.0,0.48
352,car,12.0,0.48
352,car,12.0,0.48
352,car,12.0,0.48
705,car,12.0,0.48
102,car,12.0,0.48
853,car,12.0,0.48
853,car,12.0,0.48
857,car,12.0,0.48
859,car,12.0,0.48
124,car,12.0,0.48
102,car,12.0,0.48
98,car,12.0,0.48
98,car,12.0,0.48
95,car,12.0,0.48
124,car,12.0,0.48
124,car,12.0,0.48
124,car,12.0,0.48
545,car,12.0,0.48
545,car,12.0,0.48
564,car,12.0,0.48
564,car,12.0,0.48
564,car,12.0,0.48
128,car,12.0,0.48
128,car,12.0,0.48
124,car,12.0,0.48
124,car,12.0,0.48
352,car,12.0,0.48
352,car,12.0,0.48
379,car,12.0,0.48
705,car,12.0,0.48
705,car,12.0,0.48
705,car,12.0,0.48
642,car,12.0,0.48
705,car,12.0,0.48
646,car,12.0,0.48
142,car,12.0,0.48
135,car,12.0,0.48
134,car,12.0,0.48
134,car,12.0,0.48
134,car,12.0,0.48
128,car,12.0,0.48
566,car,12.0,0.48
566,car,12.0,0.48
135,car,12.0,0.48
826,car,12.0,0.48
826,car,12.0,0.48
833,car,12.0,0.48
128,car,12.0,0.48
124,car,12.0,0.48
859,car,12.0,0.48
102,car,12.0,0.48
102,car,12.0,0.48
128,car,12.0,0.48
128,car,12.0,0.48
128,car,12.0,0.48
826,car,12.0,0.48
714,car,12.0,0.48
646,car,12.0,0.48
714,car,12.0,0.48
393,car,12.0,0.48
217,traffic light,12.0,0.48
714,car,12.0,0.48
714,car,12.0,0.48
392,car,12.0,0.48
393,car,12.0,0.48
393,car,12.0,0.48
1111,car,12.0,0.48
392,car,12.0,0.48
392,car,12.0,0.48
392,car,12.0,0.48
392,car,12.0,0.48
634,car,12.0,0.48
1100,traffic light,12.0,0.48
642,car,12.0,0.48
634,car,12.0,0.48
859,car,12.0,0.48
859,car,12.0,0.48
565,car,12.0,0.48
565,car,12.0,0.48
261,person,12.0,0.48
261,person,12.0,0.48
261,person,12.0,0.48
261,person,12.0,0.48
859,car,12.0,0.48
134,car,12.0,0.48
134,car,12.0,0.48
853,car,12.0,0.48
853,car,12.0,0.48
853,car,12.0,0.48
853,car,12.0,0.48
134,car,12.0,0.48
828,car,12.0,0.48
261,person,12.0,0.48
133,car,12.0,0.48
826,car,12.0,0.48
642,car,12.0,0.48
634,car,12.0,0.48
642,car,12.0,0.48
717,car,12.0,0.48
1100,traffic light,12.0,0.48
571,car,12.0,0.48
818,car,12.0,0.48
135,car,12.0,0.48
861,car,12.0,0.48
821,car,12.0,0.48
261,person,12.0,0.48
821,car,12.0,0.48
526,car,12.0,0.48
526,car,12.0,0.48
526,car,12.0,0.48
526,car,12.0,0.48
526,car,12.0,0.48
392,car,12.0,0.48
393,car,12.0,0.48
408,car,12.0,0.48
718,car,12.0,0.48
393,car,12.0,0.48
609,car,12.0,0.48
609,car,12.0,0.48
217,traffic light,12.0,0.48
717,car,12.0,0.48
609,car,12.0,0.48
633,car,12.0,0.48
634,car,12.0,0.48
1044,car,12.0,0.48
1044,car,12.0,0.48
634,car,12.0,0.48
1044,car,12.0,0.48
1029,car,12.0,0.48
1029,car,12.0,0.48
633,car,12.0,0.48
633,car,12.0,0.48
633,car,12.0,0.48
150,car,12.0,0.48
145,car,12.0,0.48
865,car,12.0,0.48
865,car,12.0,0.48
571,car,12.0,0.48
571,car,12.0,0.48
144,car,12.0,0.48
865,car,12.0,0.48
859,car,12.0,0.48
865,car,12.0,0.48
865,car,12.0,0.48
566,car,12.0,0.48
566,car,12.0,0.48
865,car,12.0,0.48
865,car,12.0,0.48
633,car,12.0,0.48
633,car,12.0,0.48
722,car,12.0,0.48
720,car,12.0,0.48
720,car,12.0,0.48
720,car,12.0,0.48
720,car,12.0,0.48
633,car,12.0,0.48
720,car,12.0,0.48
633,car,12.0,0.48
253,person,12.0,0.48
633,car,12.0,0.48
720,car,12.0,0.48
633,car,12.0,0.48
633,car,12.0,0.48
720,car,12.0,0.48
633,car,12.0,0.48
633,car,12.0,0.48
633,car,12.0,0.48
491,car,12.0,0.48
819,car,12.0,0.48
820,car,12.0,0.48
819,car,12.0,0.48
820,car,12.0,0.48
144,car,12.0,0.48
818,car,12.0,0.48
820,car,12.0,0.48
819,car,12.0,0.48
819,car,12.0,0.48
820,car,12.0,0.48
819,car,12.0,0.48
633,car,12.0,0.48
633,car,12.0,0.48
633,car,12.0,0.48
633,car,12.0,0.48
632,car,12.0,0.48
609,car,12.0,0.48
632,car,12.0,0.48
633,car,12.0,0.48
633,car,12.0,0.48
632,car,12.0,0.48
633,car,12.0,0.48
609,car,12.0,0.48
632,car,12.0,0.48
632,car,12.0,0.48
609,car,12.0,0.48
729,car,12.0,0.48
609,car,12.0,0.48
633,car,12.0,0.48
793,car,12.0,0.48
792,car,12.0,0.48
790,car,12.0,0.48
787,car,12.0,0.48
571,car,12.0,0.48
793,car,12.0,0.48
793,car,12.0,0.48
150,car,12.0,0.48
150,car,12.0,0.48
150,car,12.0,0.48
150,car,12.0,0.48
810,car,12.0,0.48
810,car,12.0,0.48
720,car,12.0,0.48
632,car,12.0,0.48
633,car,12.0,0.48
731,car,12.0,0.48
731,car,12.0,0.48
407,car,12.0,0.48
609,car,12.0,0.48
632,car,12.0,0.48
609,car,12.0,0.48
632,car,12.0,0.48
633,car,12.0,0.48
609,car,12.0,0.48
731,car,12.0,0.48
224,person,12.0,0.48
609,car,12.0,0.48
609,car,12.0,0.48
633,car,12.0,0.48
632,car,12.0,0.48
633,car,12.0,0.48
737,car,12.0,0.48
632,car,12.0,0.48
609,car,12.0,0.48
632,car,12.0,0.48
632,car,12.0,0.48
737,car,12.0,0.48
737,car,12.0,0.48
737,car,12.0,0.48
1029,car,12.0,0.48
609,car,12.0,0.48
632,car,12.0,0.48
408,car,12.0,0.48
402,car,12.0,0.48
150,car,12.0,0.48
790,car,12.0,0.48
865,car,12.0,0.48
96,car,12.0,0.48
793,car,12.0,0.48
793,car,12.0,0.48
793,car,12.0,0.48
790,car,12.0,0.48
790,car,12.0,0.48
420,car,12.0,0.48
1035,car,12.0,0.48
1029,car,12.0,0.48
632,car,12.0,0.48
609,car,12.0,0.48
632,car,12.0,0.48
609,car,12.0,0.48
609,car,12.0,0.48
222,person,12.0,0.48
222,person,12.0,0.48
222,person,12.0,0.48
253,person,12.0,0.48
632,car,12.0,0.48
782,car,12.0,0.48
778,car,12.0,0.48
778,car,12.0,0.48
782,car,12.0,0.48
782,car,12.0,0.48
781,car,12.0,0.48
782,car,12.0,0.48
792,car,12.0,0.48
792,car,12.0,0.48
782,car,12.0,0.48
778,car,12.0,0.48
778,car,12.0,0.48
492,car,12.0,0.48
793,car,12.0,0.48
793,car,12.0,0.48
792,car,12.0,0.48
585,car,12.0,0.48
787,car,12.0,0.48
630,car,12.0,0.48
239,person,12.0,0.48
609,car,12.0,0.48
609,car,12.0,0.48
222,person,12.0,0.48
222,person,12.0,0.48
737,car,12.0,0.48
609,car,12.0,0.48
609,car,12.0,0.48
609,car,12.0,0.48
222,person,12.0,0.48
609,car,12.0,0.48
222,person,12.0,0.48
609,car,12.0,0.48
739,car,12.0,0.48
609,car,12.0,0.48
609,car,12.0,0.48
609,car,12.0,0.48
609,car,12.0,0.48
609,car,12.0,0.48
594,car,12.0,0.48
866,car,12.0,0.48
792,car,12.0,0.48
172,car,12.0,0.48
782,car,12.0,0.48
782,car,12.0,0.48
172,car,12.0,0.48
1010,car,12.0,0.48
407,car,12.0,0.48
407,car,12.0,0.48
1010,car,12.0,0.48
423,car,12.0,0.48
419,car,12.0,0.48
419,car,12.0,0.48
247,person,12.0,0.48
253,person,12.0,0.48
253,person,12.0,0.48
748,car,12.0,0.48
222,person,12.0,0.48
222,person,12.0,0.48
222,person,12.0,0.48
247,person,12.0,0.48
622,car,12.0,0.48
974,car,12.0,0.48
247,person,12.0,0.48
253,person,12.0,0.48
253,person,12.0,0.48
253,person,12.0,0.48
222,person,12.0,0.48
746,car,12.0,0.48
974,car,12.0,0.48
974,car,12.0,0.48
974,car,12.0,0.48
974,car,12.0,0.48
746,car,12.0,0.48
974,car,12.0,0.48
974,car,12.0,0.48
424,car,12.0,0.48
424,car,12.0,0.48
193,car,12.0,0.48
193,car,12.0,0.48
193,car,12.0,0.48
776,car,12.0,0.48
776,car,12.0,0.48
776,car,12.0,0.48
777,car,12.0,0.48
777,car,12.0,0.48
168,car,12.0,0.48
781,car,12.0,0.48
781,car,12.0,0.48
193,car,12.0,0.48
193,car,12.0,0.48
193,car,12.0,0.48
193,car,12.0,0.48
594,car,12.0,0.48
778,car,12.0,0.48
778,car,12.0,0.48
177,person,12.0,0.48
172,car,12.0,0.48
596,car,12.0,0.48
596,car,12.0,0.48
483,car,12.0,0.48
594,car,12.0,0.48
183,car,12.0,0.48
777,car,12.0,0.48
776,car,12.0,0.48
776,car,12.0,0.48
776,car,12.0,0.48
183,car,12.0,0.48
183,car,12.0,0.48
247,person,12.0,0.48
746,car,12.0,0.48
746,car,12.0,0.48
746,car,12.0,0.48
247,person,12.0,0.48
941,car,12.0,0.48
746,car,12.0,0.48
748,car,12.0,0.48
974,car,12.0,0.48
974,car,12.0,0.48
974,car,12.0,0.48
974,car,12.0,0.48
609,car,12.0,0.48
247,person,12.0,0.48
291,bus,12.0,0.48
291,bus,12.0,0.48
247,person,12.0,0.48
255,person,12.0,0.48
436,car,12.0,0.48
436,car,12.0,0.48
59,car,12.0,0.48
196,car,12.0,0.48
200,car,12.0,0.48
200,car,12.0,0.48
59,car,12.0,0.48
604,car,12.0,0.48
59,car,12.0,0.48
188,car,12.0,0.48
188,car,12.0,0.48
611,car,12.0,0.48
611,car,12.0,0.48
753,car,12.0,0.48
753,car,12.0,0.48
753,car,12.0,0.48
239,person,12.0,0.48
446,car,12.0,0.48
255,person,12.0,0.48
255,person,12.0,0.48
753,car,12.0,0.48
753,car,12.0,0.48
753,car,12.0,0.48
609,car,12.0,0.48
2,car,12.0,0.48
224,person,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
613,car,12.0,0.48
613,car,12.0,0.48
761,truck,12.0,0.48
761,truck,12.0,0.48
613,car,12.0,0.48
611,car,12.0,0.48
196,car,12.0,0.48
196,car,12.0,0.48
196,car,12.0,0.48
480,car,12.0,0.48
200,car,12.0,0.48
200,car,12.0,0.48
773,car,12.0,0.48
754,car,12.0,0.48
196,car,12.0,0.48
196,car,12.0,0.48
446,car,12.0,0.48
753,car,12.0,0.48
753,car,12.0,0.48
443,car,12.0,0.48
443,car,12.0,0.48
443,car,12.0,0.48
443,car,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
249,person,12.0,0.48
249,person,12.0,0.48
249,person,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
249,person,12.0,0.48
249,person,12.0,0.48
754,car,12.0,0.48
224,person,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
224,person,12.0,0.48
224,person,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
479,car,12.0,0.48
18,person,12.0,0.48
18,person,12.0,0.48
2,car,12.0,0.48
2,car,12.0,0.48
2,car,12.0,0.48
92,car,12.0,0.48
92,car,12.0,0.48
200,car,12.0,0.48
73,truck,12.0,0.48
73,truck,12.0,0.48
613,car,12.0,0.48
613,car,12.0,0.48
217,traffic light,12.0,0.48
249,person,12.0,0.48
249,person,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
224,person,12.0,0.48
249,person,12.0,0.48
249,person,12.0,0.48
249,person,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
761,truck,12.0,0.48
2,car,12.0,0.48
2,car,12.0,0.48
2,car,12.0,0.48
224,person,12.0,0.48
224,person,12.0,0.48
224,person,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
754,car,12.0,0.48
224,person,12.0,0.48
224,person,12.0,0.48
286,bicycle,12.0,0.48
286,bicycle,12.0,0.48
286,bicycle,12.0,0.48
761,truck,12.0,0.48
761,truck,12.0,0.48
286,bicycle,12.0,0.48
445,car,12.0,0.48
445,car,12.0,0.48
286,bicycle,12.0,0.48
455,car,12.0,0.48
455,car,12.0,0.48
286,bicycle,12.0,0.48
286,bicycle,12.0,0.48
218,person,12.0,0.48
219,person,12.0,0.48
763,car,12.0,0.48
474,car,12.0,0.48
752,car,12.0,0.48
752,car,12.0,0.48
467,car,12.0,0.48
467,car,12.0,0.48
217,traffic light,12.0,0.48
478,car,12.0,0.48
615,car,12.0,0.48
217,traffic light,12.0,0.48
218,person,12.0,0.48
218,person,12.0,0.48
218,person,12.0,0.48
763,car,12.0,0.48
763,car,12.0,0.48
763,car,12.0,0.48
219,person,12.0,0.48
219,person,12.0,0.48
763,car,12.0,0.48
763,car,12.0,0.48
763,car,12.0,0.48
763,car,12.0,0.48
763,car,12.0,0.48
763,car,12.0,0.48
763,car,12.0,0.48
763,car,12.0,0.48
763,car,12.0,0.48
763,car,12.0,0.48
609,car,12.0,0.48
609,car,12.0,0.48
622,car,12.0,0.48
622,car,12.0,0.48
622,car,12.0,0.48
622,car,12.0,0.48
622,car,12.0,0.48
622,car,12.0,0.48
455,car,12.0,0.48
218,person,12.0,0.48
218,person,12.0,0.48
218,person,12.0,0.48
763,car,12.0,0.48
218,person,12.0,0.48
218,person,12.0,0.48
763,car,12.0,0.48
218,person,12.0,0.48
615,car,12.0,0.48
286,bicycle,12.0,0.48
468,car,12.0,0.48
468,car,12.0,0.48
609,car,12.0,0.48
866,car,12.0,0.48
763,car,12.0,0.48
260,bicycle,12.0,0.48
763,car,12.0,0.48
763,car,12.0,0.48
763,car,12.0,0.48
218,person,12.0,0.48
218,person,12.0,0.48
624,car,12.0,0.48
615,car,12.0,0.48
866,car,12.0,0.48
26,person,12.0,0.48
622,car,12.0,0.48
752,car,12.0,0.48
752,car,12.0,0.48
847,car,12.0,0.48
847,car,12.0,0.48
609,car,12.0,0.48
844,car,12.0,0.48
847,car,12.0,0.48
551,car,12.0,0.48
551,car,12.0,0.48
609,car,12.0,0.48
609,car,12.0,0.48
609,car,12.0,0.48
353,car,12.0,0.48
371,car,12.0,0.48
359,car,12.0,0.48
363,car,12.0,0.48
373,car,12.0,0.48
379,car,12.0,0.48
365,car,12.0,0.48
366,car,12.0,0.48
365,car,12.0,0.48
1116,car,11.0,0.44
365,car,11.0,0.44
365,car,11.0,0.44
647,car,11.0,0.44
647,car,11.0,0.44
609,car,11.0,0.44
538,car,11.0,0.44
538,car,11.0,0.44
532,car,11.0,0.44
538,car,11.0,0.44
363,car,11.0,0.44
365,car,11.0,0.44
371,car,11.0,0.44
363,car,11.0,0.44
383,car,11.0,0.44
647,car,11.0,0.44
700,car,11.0,0.44
700,car,11.0,0.44
701,car,11.0,0.44
537,car,11.0,0.44
532,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
468,car,11.0,0.44
752,car,11.0,0.44
105,car,11.0,0.44
609,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
218,person,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
624,car,11.0,0.44
624,car,11.0,0.44
763,car,11.0,0.44
218,person,11.0,0.44
218,person,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
119,car,11.0,0.44
700,car,11.0,0.44
693,car,11.0,0.44
384,truck,11.0,0.44
705,car,11.0,0.44
826,car,11.0,0.44
105,car,11.0,0.44
835,car,11.0,0.44
257,person,11.0,0.44
560,car,11.0,0.44
647,car,11.0,0.44
705,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
646,car,11.0,0.44
609,car,11.0,0.44
1111,car,11.0,0.44
353,car,11.0,0.44
353,car,11.0,0.44
353,car,11.0,0.44
353,car,11.0,0.44
647,car,11.0,0.44
763,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
624,car,11.0,0.44
615,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
763,car,11.0,0.44
460,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
218,person,11.0,0.44
218,person,11.0,0.44
752,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
752,car,11.0,0.44
763,car,11.0,0.44
752,car,11.0,0.44
218,person,11.0,0.44
218,person,11.0,0.44
218,person,11.0,0.44
866,car,11.0,0.44
283,person,11.0,0.44
456,car,11.0,0.44
455,car,11.0,0.44
468,car,11.0,0.44
833,car,11.0,0.44
842,car,11.0,0.44
857,car,11.0,0.44
859,car,11.0,0.44
853,car,11.0,0.44
383,car,11.0,0.44
124,car,11.0,0.44
545,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
1111,car,11.0,0.44
352,car,11.0,0.44
384,truck,11.0,0.44
609,car,11.0,0.44
646,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
615,car,11.0,0.44
615,car,11.0,0.44
467,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
217,traffic light,11.0,0.44
474,car,11.0,0.44
478,car,11.0,0.44
59,car,11.0,0.44
219,person,11.0,0.44
218,person,11.0,0.44
218,person,11.0,0.44
218,person,11.0,0.44
217,traffic light,11.0,0.44
283,person,11.0,0.44
615,car,11.0,0.44
218,person,11.0,0.44
218,person,11.0,0.44
219,person,11.0,0.44
286,bicycle,11.0,0.44
286,bicycle,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
286,bicycle,11.0,0.44
445,car,11.0,0.44
455,car,11.0,0.44
286,bicycle,11.0,0.44
866,car,11.0,0.44
219,person,11.0,0.44
219,person,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
763,car,11.0,0.44
219,person,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
566,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
821,car,11.0,0.44
125,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
707,car,11.0,0.44
707,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
286,bicycle,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
445,car,11.0,0.44
446,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
761,truck,11.0,0.44
761,truck,11.0,0.44
761,truck,11.0,0.44
392,car,11.0,0.44
705,car,11.0,0.44
1111,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
634,car,11.0,0.44
642,car,11.0,0.44
98,car,11.0,0.44
98,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
752,car,11.0,0.44
763,car,11.0,0.44
752,car,11.0,0.44
763,car,11.0,0.44
622,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
283,person,11.0,0.44
283,person,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
224,person,11.0,0.44
200,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
622,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
763,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
609,car,11.0,0.44
135,car,11.0,0.44
826,car,11.0,0.44
560,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
1100,traffic light,11.0,0.44
399,car,11.0,0.44
402,car,11.0,0.44
400,car,11.0,0.44
754,car,11.0,0.44
752,car,11.0,0.44
754,car,11.0,0.44
237,bicycle,11.0,0.44
479,car,11.0,0.44
478,car,11.0,0.44
224,person,11.0,0.44
249,person,11.0,0.44
759,traffic light,11.0,0.44
219,person,11.0,0.44
75,car,11.0,0.44
76,car,11.0,0.44
865,car,11.0,0.44
865,car,11.0,0.44
234,car,11.0,0.44
135,car,11.0,0.44
821,car,11.0,0.44
819,car,11.0,0.44
720,car,11.0,0.44
705,car,11.0,0.44
393,car,11.0,0.44
234,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
754,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
752,car,11.0,0.44
754,car,11.0,0.44
754,car,11.0,0.44
754,car,11.0,0.44
752,car,11.0,0.44
752,car,11.0,0.44
611,car,11.0,0.44
613,car,11.0,0.44
763,car,11.0,0.44
196,car,11.0,0.44
596,car,11.0,0.44
773,car,11.0,0.44
436,car,11.0,0.44
866,car,11.0,0.44
754,car,11.0,0.44
443,car,11.0,0.44
866,car,11.0,0.44
866,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
304,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
720,car,11.0,0.44
609,car,11.0,0.44
722,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
609,car,11.0,0.44
307,bicycle,11.0,0.44
217,traffic light,11.0,0.44
217,traffic light,11.0,0.44
717,car,11.0,0.44
634,car,11.0,0.44
609,car,11.0,0.44
634,car,11.0,0.44
753,car,11.0,0.44
753,car,11.0,0.44
753,car,11.0,0.44
753,car,11.0,0.44
446,car,11.0,0.44
441,car,11.0,0.44
255,person,11.0,0.44
753,car,11.0,0.44
255,person,11.0,0.44
866,car,11.0,0.44
754,car,11.0,0.44
255,person,11.0,0.44
255,person,11.0,0.44
255,person,11.0,0.44
866,car,11.0,0.44
